variety_id,variety_slug,category,calories,protein_g,fat_g,carbohydrates_g,fiber_g,sugar_g,vitamin_a_mcg_rae,vitamin_c_mg,vitamin_e_mg,vitamin_k_mcg,vitamin_b6_mg,folate_mcg,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,zinc_mg,selenium_mcg,notable_compounds,fdc_id,data_source
816,crystal-apple-cucumber,cucumber,25,0.6,0.3,5.7,,,17,22.3,,,,,29,0.07,5,8,123,0.06,,,168171,USDA FoodData Central
817,kirby-cucumber,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
818,english-telegraph,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
819,mexican-sour-gherkin,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
820,salad-bush,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
821,chicago-pickling,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
822,honeycrisp-apple,fruit-tree,25,0.6,0.3,5.7,,,17,22.3,,,,,29,0.07,5,8,123,0.06,,,168171,USDA FoodData Central
824,bartlett-pear,fruit-tree,57,0.36,0.14,15.2,3.1,9.75,1,4.3,0.12,4.4,0.029,7,9,0.18,7,12,116,0.1,0.1,,169118,USDA FoodData Central
825,bing-cherry,fruit-tree,63,1.06,0.2,16,2.1,12.8,3,7,0.07,2.1,0.049,4,13,0.36,11,21,222,0.07,0,,171719,USDA FoodData Central
826,brown-turkey-fig,fruit-tree,74,0.75,0.3,19.2,2.9,16.3,7,2,0.11,4.7,0.113,6,35,0.37,17,14,232,0.15,0.2,,173021,USDA FoodData Central
827,fuji-apple,fruit-tree,25,0.6,0.3,5.7,,,17,22.3,,,,,29,0.07,5,8,123,0.06,,,168171,USDA FoodData Central
829,red-haven-peach,fruit-tree,42,0.91,0.27,10.1,1.5,,24,4.1,,3,0.025,6,4,0.34,8,22,122,0.23,2.1,,325430,USDA FoodData Central
831,stella-cherry,fruit-tree,63,1.06,0.2,16,2.1,12.8,3,7,0.07,2.1,0.049,4,13,0.36,11,21,222,0.07,0,,171719,USDA FoodData Central
832,gala-apple,fruit-tree,25,0.6,0.3,5.7,,,17,22.3,,,,,29,0.07,5,8,123,0.06,,,168171,USDA FoodData Central
834,red-delicious-apple,fruit-tree,25,0.6,0.3,5.7,,,17,22.3,,,,,29,0.07,5,8,123,0.06,,,168171,USDA FoodData Central
836,montmorency-sour-cherry,fruit-tree,63,1.06,0.2,16,2.1,12.8,3,7,0.07,2.1,0.049,4,13,0.36,11,21,222,0.07,0,,171719,USDA FoodData Central
837,granny-smith-apple,fruit-tree,25,0.6,0.3,5.7,,,17,22.3,,,,,29,0.07,5,8,123,0.06,,,168171,USDA FoodData Central
839,freestone-peach,fruit-tree,42,0.91,0.27,10.1,1.5,,24,4.1,,3,0.025,6,4,0.34,8,22,122,0.23,2.1,,325430,USDA FoodData Central
841,chicago-hardy-fig,fruit-tree,74,0.75,0.3,19.2,2.9,16.3,7,2,0.11,4.7,0.113,6,35,0.37,17,14,232,0.15,0.2,,173021,USDA FoodData Central
842,anna-apple,fruit-tree,25,0.6,0.3,5.7,,,17,22.3,,,,,29,0.07,5,8,123,0.06,,,168171,USDA FoodData Central
844,black-mission-fig,fruit-tree,74,0.75,0.3,19.2,2.9,16.3,7,2,0.11,4.7,0.113,6,35,0.37,17,14,232,0.15,0.2,,173021,USDA FoodData Central
845,burgundy-plum,fruit-tree,46,0.7,0.28,11.4,1.4,9.92,17,9.5,0.26,6.4,0.029,5,6,0.17,7,16,157,0.1,0,,169949,USDA FoodData Central
848,wonderful-pomegranate,fruit-tree,83,1.67,1.17,18.7,4,13.7,0,10.2,0.6,16.4,0.075,38,10,0.3,12,36,236,0.35,0.5,,169134,USDA FoodData Central
850,stark-saturn-peach,fruit-tree,42,0.91,0.27,10.1,1.5,,24,4.1,,3,0.025,6,4,0.34,8,22,122,0.23,2.1,,325430,USDA FoodData Central
851,early-harvest-apple,fruit-tree,25,0.6,0.3,5.7,,,17,22.3,,,,,29,0.07,5,8,123,0.06,,,168171,USDA FoodData Central
852,golden-delicious-apple,fruit-tree,25,0.6,0.3,5.7,,,17,22.3,,,,,29,0.07,5,8,123,0.06,,,168171,USDA FoodData Central
853,elberta-peach,fruit-tree,42,0.91,0.27,10.1,1.5,,24,4.1,,3,0.025,6,4,0.34,8,22,122,0.23,2.1,,325430,USDA FoodData Central
854,italian-prune-plum,fruit-tree,46,0.7,0.28,11.4,1.4,9.92,17,9.5,0.26,6.4,0.029,5,6,0.17,7,16,157,0.1,0,,169949,USDA FoodData Central
856,seckel-pear,fruit-tree,57,0.36,0.14,15.2,3.1,9.75,1,4.3,0.12,4.4,0.029,7,9,0.18,7,12,116,0.1,0.1,,169118,USDA FoodData Central
857,dwarf-alberta-peach,fruit-tree,42,0.91,0.27,10.1,1.5,,24,4.1,,3,0.025,6,4,0.34,8,22,122,0.23,2.1,,325430,USDA FoodData Central
858,kieffer-pear,fruit-tree,57,0.36,0.14,15.2,3.1,9.75,1,4.3,0.12,4.4,0.029,7,9,0.18,7,12,116,0.1,0.1,,169118,USDA FoodData Central
859,pink-lady-apple,fruit-tree,25,0.6,0.3,5.7,,,17,22.3,,,,,29,0.07,5,8,123,0.06,,,168171,USDA FoodData Central
860,santa-rosa-plum,fruit-tree,46,0.7,0.28,11.4,1.4,9.92,17,9.5,0.26,6.4,0.029,5,6,0.17,7,16,157,0.1,0,,169949,USDA FoodData Central
861,liberty-apple,fruit-tree,25,0.6,0.3,5.7,,,17,22.3,,,,,29,0.07,5,8,123,0.06,,,168171,USDA FoodData Central
867,dwarf-red-delicious-apple,fruit-tree,25,0.6,0.3,5.7,,,17,22.3,,,,,29,0.07,5,8,123,0.06,,,168171,USDA FoodData Central
869,emerald-beaut-plum,fruit-tree,46,0.7,0.28,11.4,1.4,9.92,17,9.5,0.26,6.4,0.029,5,6,0.17,7,16,157,0.1,0,,169949,USDA FoodData Central
871,dorsett-golden-apple,fruit-tree,25,0.6,0.3,5.7,,,17,22.3,,,,,29,0.07,5,8,123,0.06,,,168171,USDA FoodData Central
1255,english-walnut,nut-tree,,14.6,69.7,10.9,5.21,,,,,1.7,0.66,,88.3,2.24,142,365,424,2.76,,,2346394,USDA FoodData Central
1256,chandler-walnut,nut-tree,,14.6,69.7,10.9,5.21,,,,,1.7,0.66,,88.3,2.24,142,365,424,2.76,,,2346394,USDA FoodData Central
1257,carpathian-walnut,nut-tree,,14.6,69.7,10.9,5.21,,,,,1.7,0.66,,88.3,2.24,142,365,424,2.76,,,2346394,USDA FoodData Central
1258,franquette-walnut,nut-tree,,14.6,69.7,10.9,5.21,,,,,1.7,0.66,,88.3,2.24,142,365,424,2.76,,,2346394,USDA FoodData Central
1259,black-walnut,nut-tree,,14.6,69.7,10.9,5.21,,,,,1.7,0.66,,88.3,2.24,142,365,424,2.76,,,2346394,USDA FoodData Central
1260,hazelnut-jefferson,nut-tree,,13.5,53.5,26.5,8.41,,,,,,,,135,3.46,156,321,636,2.33,0,,2515375,USDA FoodData Central
1261,pecan-pawnee,nut-tree,,9.96,73.3,12.7,5.79,,,,,4.1,0.171,,54.8,2.37,103,253,360,3.93,,,2346395,USDA FoodData Central
1263,chestnut-dunstan,nut-tree,196,1.63,1.25,44.2,,,1,40.2,,,0.352,58,19,0.94,30,38,484,0.49,,,170575,USDA FoodData Central
1265,hazelnut-barcelona,nut-tree,,13.5,53.5,26.5,8.41,,,,,,,,135,3.46,156,321,636,2.33,0,,2515375,USDA FoodData Central
1266,pecan-elliot,nut-tree,,9.96,73.3,12.7,5.79,,,,,4.1,0.171,,54.8,2.37,103,253,360,3.93,,,2346395,USDA FoodData Central
1268,chestnut-colossal,nut-tree,196,1.63,1.25,44.2,,,1,40.2,,,0.352,58,19,0.94,30,38,484,0.49,,,170575,USDA FoodData Central
1269,hazelnut-theta,nut-tree,,13.5,53.5,26.5,8.41,,,,,,,,135,3.46,156,321,636,2.33,0,,2515375,USDA FoodData Central
1270,hazelnut-lewis,nut-tree,,13.5,53.5,26.5,8.41,,,,,,,,135,3.46,156,321,636,2.33,0,,2515375,USDA FoodData Central
1271,pecan-desirable,nut-tree,,9.96,73.3,12.7,5.79,,,,,4.1,0.171,,54.8,2.37,103,253,360,3.93,,,2346395,USDA FoodData Central
1273,chestnut-bouche-de-betizac,nut-tree,196,1.63,1.25,44.2,,,1,40.2,,,0.352,58,19,0.94,30,38,484,0.49,,,170575,USDA FoodData Central
1274,hickory-shellbark,nut-tree,,9.96,73.3,12.7,5.79,,,,,4.1,0.171,,54.8,2.37,103,253,360,3.93,,,2346395,USDA FoodData Central
1275,hazel-american,nut-tree,,13.5,53.5,26.5,8.41,,,,,,,,135,3.46,156,321,636,2.33,0,,2515375,USDA FoodData Central
1276,pecan-stuart,nut-tree,,9.96,73.3,12.7,5.79,,,,,4.1,0.171,,54.8,2.37,103,253,360,3.93,,,2346395,USDA FoodData Central
1278,chestnut-chinese,nut-tree,196,1.63,1.25,44.2,,,1,40.2,,,0.352,58,19,0.94,30,38,484,0.49,,,170575,USDA FoodData Central
1279,macadamia-beaumont,nut-tree,718,7.91,75.8,13.8,8.6,4.57,0,1.2,0.54,,0.275,11,85,3.69,130,188,368,1.3,3.6,,170178,USDA FoodData Central
1280,hazelnut-ennis,nut-tree,,13.5,53.5,26.5,8.41,,,,,,,,135,3.46,156,321,636,2.33,0,,2515375,USDA FoodData Central
1281,pecan-caddo,nut-tree,,9.96,73.3,12.7,5.79,,,,,4.1,0.171,,54.8,2.37,103,253,360,3.93,,,2346395,USDA FoodData Central
1283,chestnut-american-revival,nut-tree,196,1.63,1.25,44.2,,,1,40.2,,,0.352,58,19,0.94,30,38,484,0.49,,,170575,USDA FoodData Central
1284,hickory-lakota,nut-tree,,9.96,73.3,12.7,5.79,,,,,4.1,0.171,,54.8,2.37,103,253,360,3.93,,,2346395,USDA FoodData Central
1298,little-leaf-cucumber,cucumber,10,0.59,0.16,2.16,0.7,1.38,4,3.2,0.03,7.2,0.051,14,14,0.22,12,21,136,0.17,0.1,,169225,USDA FoodData Central
1300,jack-be-little-pumpkin,squash,26,1,0.1,6.5,0.5,2.76,426,9,1.06,1.1,0.061,16,21,0.8,12,44,340,0.32,0.3,,168448,USDA FoodData Central
1305,piccolo-grape-tomato,tomato,18,0.88,0.2,3.89,1.2,2.63,42,13.7,0.54,7.9,0.08,15,10,0.27,11,24,237,0.17,0,,170457,USDA FoodData Central
1405,hawaiian-pink-banana,tropical,89,1.09,0.33,22.8,2.6,12.2,3,8.7,0.1,0.5,0.367,20,5,0.26,27,22,358,0.15,1,,173944,USDA FoodData Central
1406,tommy-atkins-mango,tropical,60,0.82,0.38,15,1.6,13.7,54,36.4,0.9,4.2,0.119,43,11,0.16,10,14,168,0.09,0.6,,169910,USDA FoodData Central
1409,jamaican-hot-chocolate,tropical,60,0.82,0.38,15,1.6,13.7,54,36.4,0.9,4.2,0.119,43,11,0.16,10,14,168,0.09,0.6,,169910,USDA FoodData Central
1410,hass-avocado,tropical,167,1.96,15.4,8.64,6.8,0.3,7,8.8,1.97,21,0.287,89,13,0.61,29,54,507,0.68,0.4,,171706,USDA FoodData Central
1411,red-lady-papaya,tropical,43,0.47,0.26,10.8,1.7,7.82,47,60.9,0.3,2.6,0.038,37,20,0.25,21,10,182,0.08,0.6,,169926,USDA FoodData Central
1419,pink-guava,tropical,68,2.55,0.95,14.3,5.4,8.92,31,228,0.73,2.6,0.11,49,18,0.26,22,40,417,0.23,0.6,,173044,USDA FoodData Central
1420,dwarf-cavendish-banana,tropical,89,1.09,0.33,22.8,2.6,12.2,3,8.7,0.1,0.5,0.367,20,5,0.26,27,22,358,0.15,1,,173944,USDA FoodData Central
1421,alphonso-mango,tropical,60,0.82,0.38,15,1.6,13.7,54,36.4,0.9,4.2,0.119,43,11,0.16,10,14,168,0.09,0.6,,169910,USDA FoodData Central
1423,ice-cream-bean,tropical,113,6.84,0.86,20.2,4.9,1.48,10,23.4,0.32,5.6,0.204,34,34,3.14,58,136,467,0.78,1.8,,168396,USDA FoodData Central
1424,caribbean-red-habanero,tropical,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
1425,big-bertha-bell-pepper,tropical,,0.715,0.106,4.78,0.942,,,99.5,,,0.247,22.2,7.5,0.186,9,16.8,163,0.126,0,,2258588,USDA FoodData Central
1430,gros-michel-banana,tropical,89,1.09,0.33,22.8,2.6,12.2,3,8.7,0.1,0.5,0.367,20,5,0.26,27,22,358,0.15,1,,173944,USDA FoodData Central
1431,bougainvillea-spectabilis,tropical,23,2.86,0.39,3.63,2.2,0.42,469,28.1,2.03,483,0.195,194,99,2.71,79,49,558,0.53,1,,168462,USDA FoodData Central
1433,bird-of-paradise,tropical,89,1.09,0.33,22.8,2.6,12.2,3,8.7,0.1,0.5,0.367,20,5,0.26,27,22,358,0.15,1,,173944,USDA FoodData Central
1437,red-malaysian-guava,tropical,68,2.55,0.95,14.3,5.4,8.92,31,228,0.73,2.6,0.11,49,18,0.26,22,40,417,0.23,0.6,,173044,USDA FoodData Central
1439,sugar-apple-gefner,tropical,25,0.6,0.3,5.7,,,17,22.3,,,,,29,0.07,5,8,123,0.06,,,168171,USDA FoodData Central
1441,dwarf-coconut-palm,tropical,354,3.33,33.5,15.2,9,6.23,0,3.3,0.24,0.2,0.054,26,14,2.43,32,113,356,1.1,10.1,,170169,USDA FoodData Central
1442,pineapple-smooth-cayenne,tropical,318,12,17.3,56.6,27.2,10.3,2080,76.4,29.8,80.3,2.45,106,148,7.8,152,293,2010,2.48,8.8,,170932,USDA FoodData Central
1443,ginger-hawaiian,tropical,80,1.82,0.75,17.8,2,1.7,0,5,0.26,0.1,0.16,11,16,0.6,43,34,415,0.34,0.7,,169231,USDA FoodData Central
1444,breadfruit-ma-afala,tropical,103,1.07,0.23,27.1,4.9,11,0,29,0.1,0.5,0.1,14,17,0.54,25,30,490,0.12,0.6,,171714,USDA FoodData Central
1446,dwarf-nam-wah-banana,tropical,89,1.09,0.33,22.8,2.6,12.2,3,8.7,0.1,0.5,0.367,20,5,0.26,27,22,358,0.15,1,,173944,USDA FoodData Central
1450,provider,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
1451,maxibel,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
1452,fortex,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
1453,fordhook-242,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
1454,ellagance-purple,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1455,clodia,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
1456,spring-raab,brassica,31,2.57,0.34,6.27,2.4,,8,91.3,0.15,102,0.191,65,46,0.69,21,67,303,0.42,1.6,,747447,USDA FoodData Central
1457,hon-tsai-tai,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
1458,jade,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
1459,helenor,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
1460,tavera,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
1461,amazing,brassica,31,2.57,0.34,6.27,2.4,,8,91.3,0.15,102,0.191,65,46,0.69,21,67,303,0.42,1.6,,747447,USDA FoodData Central
1462,snow-crown,brassica,31,2.57,0.34,6.27,2.4,,8,91.3,0.15,102,0.191,65,46,0.69,21,67,303,0.42,1.6,,747447,USDA FoodData Central
1463,kossak,brassica,31,2.57,0.34,6.27,2.4,,8,91.3,0.15,102,0.191,65,46,0.69,21,67,303,0.42,1.6,,747447,USDA FoodData Central
1464,brilliant,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1465,rocdor,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
1466,catalogna-special,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
1467,red-giant,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
1468,upland-cress,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
1469,sorrel,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
1470,watercress,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
1471,claytonia,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
1472,sylvetta,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
1473,northeaster,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
1474,joi-choi,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
1475,mei-qing-choi,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
1476,shungiku,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
1477,bottle-or-birdhouse,squash,26,0.52,0.2,5.64,,3.54,,4.5,0,,0.058,22,9,0.17,10,12,205,0.07,,,168040,USDA FoodData Central
1478,summer-cross-no-3,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
1479,miyashige,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
1480,laurentian,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
1481,arat,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1482,premium-greens-mix,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
1483,elegance-greens-mix,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
1484,alexandria,berry,32,0.67,0.3,7.68,2,4.89,1,58.8,0.29,2.2,0.047,24,16,0.41,13,24,153,0.14,0.4,,167762,USDA FoodData Central
1485,ruby-red-or-rhubarb-chard,brassica,31,2.57,0.34,6.27,2.4,,8,91.3,0.15,102,0.191,65,46,0.69,21,67,303,0.42,1.6,,747447,USDA FoodData Central
1486,goldie,berry,32,0.67,0.3,7.68,2,4.89,1,58.8,0.29,2.2,0.047,24,16,0.41,13,24,153,0.14,0.4,,167762,USDA FoodData Central
1487,mrs-burns-lemon,herb,22,0.35,0.24,6.9,0.3,2.52,0,38.7,0.15,0,0.046,20,6,0.08,6,8,103,0.05,0.1,,167747,USDA FoodData Central
1488,bronze,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1489,toma-verde,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
1490,arterner,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1491,common-mint,herb,70,3.75,0.94,14.9,8,,212,31.8,,,0.129,114,243,5.08,80,73,569,1.11,,,173474,USDA FoodData Central
1492,roman-chamomile,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1493,hyssop,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1494,spicy-bush,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1495,borage,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1496,common-chamomile,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1497,catnip,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1498,cutting-celery,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1499,lovage,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1500,red-shiso,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1501,creeping,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1502,munstead-type,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1503,green-shiso,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1504,dandelion,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1505,rue,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1585,sweet-annie,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1601,porto-spineless,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1658,bandit,allium,40,1.1,0.1,9.34,1.7,4.24,0,7.4,0.02,0.4,0.12,19,23,0.21,10,29,146,0.17,0.5,,170000,USDA FoodData Central
1671,javelin,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
1672,de-milpa,tomato,27,0.83,0.63,5.51,2.1,,,27.2,0.98,4.2,0.06,10,11,0.33,11.9,28,260,0.2,,,321360,USDA FoodData Central
1674,radish-daikon,microgreen,16,0.68,0.1,3.4,1.6,1.86,0,14.8,0,1.3,0.071,25,25,0.34,10,20,233,0.28,0.6,,169276,USDA FoodData Central
1675,indigo,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
1676,graffiti,brassica,31,2.57,0.34,6.27,2.4,,8,91.3,0.15,102,0.191,65,46,0.69,21,67,303,0.42,1.6,,747447,USDA FoodData Central
1677,chiko,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
1678,fiero,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
1679,marvel-of-venice,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
1680,giant-of-italy,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1681,grosfruchtiger,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1682,red-malabar-spinach,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
1683,vertissimo,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
1684,black-summer,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
1685,alpine,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
1686,albion,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
1687,scarlet-frills,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
1688,tohya,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
1689,leonardo,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
1690,velour,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
