variety_id,variety_slug,category,calories,protein_g,fat_g,carbohydrates_g,fiber_g,sugar_g,vitamin_a_mcg_rae,vitamin_c_mg,vitamin_e_mg,vitamin_k_mcg,vitamin_b6_mg,folate_mcg,calcium_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,zinc_mg,selenium_mcg,notable_compounds,fdc_id,data_source
450,sweet-pepper-bull-s-horn,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
451,hot-pepper-numex-big-jim,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
452,bell-pepper-rainbow-bell,pepper,,0.715,0.106,4.78,0.942,,,99.5,,,0.247,22.2,7.5,0.186,9,16.8,163,0.126,0,,2258588,USDA FoodData Central
453,habanero-caribbean-red,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
455,jalape-o-gigante,pepper,29,0.91,0.37,6.5,2.8,4.12,54,119,3.58,18.5,0.419,27,12,0.25,15,26,248,0.14,0.4,,168576,USDA FoodData Central
456,anaheim-hatch-big-jim,pepper,27,1.66,0.45,5.35,3.4,1.95,17,82.7,0.69,9.5,0.357,29,14,0.46,17,32,256,0.25,0.3,,169394,USDA FoodData Central
457,bell-pepper-king-of-the-north,pepper,,0.715,0.106,4.78,0.942,,,99.5,,,0.247,22.2,7.5,0.186,9,16.8,163,0.126,0,,2258588,USDA FoodData Central
458,jalape-o-craig-s-grande,pepper,29,0.91,0.37,6.5,2.8,4.12,54,119,3.58,18.5,0.419,27,12,0.25,15,26,248,0.14,0.4,,168576,USDA FoodData Central
459,poblano-mulato,pepper,,1.43,0.191,5.14,2.07,,,128,,,0.309,26,8.37,0.117,10.7,22.4,192,0.128,,,2747662,USDA FoodData Central
461,hot-pepper-joe-s-long-cayenne,pepper,318,12,17.3,56.6,27.2,10.3,2080,76.4,29.8,80.3,2.45,106,148,7.8,152,293,2010,2.48,8.8,,170932,USDA FoodData Central
463,simpson-elite,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
464,summertime,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
465,mascara,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
466,canasta,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
467,red-romaine,lettuce,17,1.23,0.3,3.29,2.1,1.19,436,4,0.13,102,0.074,136,33,0.97,14,30,247,0.23,0.4,,169247,USDA FoodData Central
468,freckles,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
469,waldmann-s-green,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
470,muir,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
471,red-express-cos,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
473,grand-rapids,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
474,prizehead,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
475,lollo-rosso,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
476,parris-island-cos,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
477,buttercrunch-bibb,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
478,cimmaron-romaine,lettuce,17,1.23,0.3,3.29,2.1,1.19,436,4,0.13,102,0.074,136,33,0.97,14,30,247,0.23,0.4,,169247,USDA FoodData Central
479,skyphos,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
480,concept,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
481,coastal-star,lettuce,,0.742,0.0738,3.37,,,,,,20.5,0.0401,,14.2,0.0332,6.31,19.2,139,0.173,,,2346388,USDA FoodData Central
482,rosemary,herb,131,3.31,5.86,20.7,14.1,,146,21.8,,,0.336,109,317,6.65,91,66,668,0.93,,,173473,USDA FoodData Central
483,spearmint,herb,70,3.75,0.94,14.9,8,,212,31.8,,,0.129,114,243,5.08,80,73,569,1.11,,,173474,USDA FoodData Central
485,italian-large-leaf-oregano,herb,265,9,4.28,68.9,42.5,4.09,85,2.3,18.3,622,1.04,237,1600,36.8,270,148,1260,2.69,4.5,,171328,USDA FoodData Central
486,mammoth-dill,herb,43,3.46,1.12,7.02,2.1,,386,85,,,0.185,150,208,6.59,55,66,738,0.91,,,172233,USDA FoodData Central
487,peppermint,herb,70,3.75,0.94,14.9,8,,212,31.8,,,0.129,114,243,5.08,80,73,569,1.11,,,173474,USDA FoodData Central
488,mexican-mint-marigold,herb,70,3.75,0.94,14.9,8,,212,31.8,,,0.129,114,243,5.08,80,73,569,1.11,,,173474,USDA FoodData Central
489,purple-ruffles-oregano,herb,265,9,4.28,68.9,42.5,4.09,85,2.3,18.3,622,1.04,237,1600,36.8,270,148,1260,2.69,4.5,,171328,USDA FoodData Central
491,cardinal-basil,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
493,holy-basil,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
494,lemon-verbena,herb,22,0.35,0.24,6.9,0.3,2.52,0,38.7,0.15,0,0.046,20,6,0.08,6,8,103,0.05,0.1,,167747,USDA FoodData Central
495,mexican-tarragon,herb,295,22.8,7.24,50.2,7.4,,210,50,,,2.41,274,1140,32.3,347,313,3020,3.9,4.4,,170937,USDA FoodData Central
497,cinnamon-basil,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
498,orange-mint,herb,70,3.75,0.94,14.9,8,,212,31.8,,,0.129,114,243,5.08,80,73,569,1.11,,,173474,USDA FoodData Central
499,pineapple-sage,herb,315,10.6,12.8,60.7,40.3,1.71,295,32.4,7.48,1710,2.69,274,1650,28.1,428,91,1070,4.7,3.7,,170935,USDA FoodData Central
500,lemon-thyme,herb,101,5.56,1.68,24.4,14,,238,160,,,0.348,45,405,17.4,160,106,609,1.81,,,173470,USDA FoodData Central
501,thai-basil,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
503,lime-basil,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
504,anise-hyssop,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
505,cuban-oregano,herb,265,9,4.28,68.9,42.5,4.09,85,2.3,18.3,622,1.04,237,1600,36.8,270,148,1260,2.69,4.5,,171328,USDA FoodData Central
506,chocolate-basil,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
507,french-lavender,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
508,german-chamomile,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
509,stevia,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
510,winter-savory,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
511,lemon-grass,herb,22,0.35,0.24,6.9,0.3,2.52,0,38.7,0.15,0,0.046,20,6,0.08,6,8,103,0.05,0.1,,167747,USDA FoodData Central
512,sweet-marjoram,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
514,summer-savory,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
516,fennel-bronze,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
517,moroccan-mint,herb,70,3.75,0.94,14.9,8,,212,31.8,,,0.129,114,243,5.08,80,73,569,1.11,,,173474,USDA FoodData Central
518,german-thyme,herb,101,5.56,1.68,24.4,14,,238,160,,,0.348,45,405,17.4,160,106,609,1.81,,,173470,USDA FoodData Central
519,japanese-shiso-purple,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
520,gourmet-gold-oregano,herb,265,9,4.28,68.9,42.5,4.09,85,2.3,18.3,622,1.04,237,1600,36.8,270,148,1260,2.69,4.5,,171328,USDA FoodData Central
521,garland-chrysanthemum,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
523,bouquet-dill,herb,43,3.46,1.12,7.02,2.1,,386,85,,,0.185,150,208,6.59,55,66,738,0.91,,,172233,USDA FoodData Central
525,russian-tarragon,herb,295,22.8,7.24,50.2,7.4,,210,50,,,2.41,274,1140,32.3,347,313,3020,3.9,4.4,,170937,USDA FoodData Central
527,lavandula-angustifolia-hidcote,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
528,origanum-vulgare-hot-spicy,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
529,petroselinum-crispum-forest-green,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
530,allium-schoenoprasum-purly,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
533,apple-mint,herb,70,3.75,0.94,14.9,8,,212,31.8,,,0.129,114,243,5.08,80,73,569,1.11,,,173474,USDA FoodData Central
534,variegated-sage,herb,315,10.6,12.8,60.7,40.3,1.71,295,32.4,7.48,1710,2.69,274,1650,28.1,428,91,1070,4.7,3.7,,170935,USDA FoodData Central
535,japanese-shiso-green,herb,23,3.15,0.64,2.65,1.6,0.3,264,18,0.8,415,0.155,68,177,3.17,64,56,295,0.81,0.3,,172232,USDA FoodData Central
537,cherokee-purple-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
538,gold-rush-bush-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
539,purple-podded-pole-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
540,black-valentine-bush-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
541,yellow-romano-pole-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
542,bush-kentucky-wonder,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
543,henderson-lima-bush,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
544,tendercrop-bush-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
545,yard-long-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
546,french-filet-bean-maxibel,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
547,black-turtle-bush-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
548,early-contender-bush-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
549,lima-king-of-the-garden-pole,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
550,jacob-s-cattle-bush-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
551,provider-green-bush-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
552,blue-lake-pole-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
554,roma-ii-bush-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
555,bush-lake-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
556,pencil-pod-black-wax-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
557,topcrop-bush-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
558,detroit-dark-red-bush-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
559,lazy-housewife-pole-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
560,bountiful-bush-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
561,gold-marie-vining-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
563,purple-top-bush-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
564,king-of-the-garden-lima-pole,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
565,golden-wax-bush-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
566,borlotto-bush-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
567,bush-romano-italian,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
568,fordhook-242-lima-bush,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
569,red-noodle-long-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
570,top-notch-golden-wax,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
571,purple-podded-bush-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
572,calypso-bush-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
573,cherokee-pink-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
574,pole-lima-speckled-christmas,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
575,jacob-s-cattle-pole-bean,bean,,1.97,0.275,7.41,3.01,,,,,43.9,0.121,,40,0.652,28.2,41.2,290,0.35,,,2346400,USDA FoodData Central
576,vermont-cranberry-bush-bean,bean,46,0.46,0.13,12,3.6,4.27,3,14,1.32,5,0.057,1,8,0.23,6,11,80,0.09,0.1,,171722,USDA FoodData Central
577,green-zucchini-black-beauty-type,squash,21,2.71,0.4,3.11,1.1,,25,34.1,,,0.142,20,21,0.79,33,93,459,0.83,0.3,,168565,USDA FoodData Central
578,blue-hubbard-squash,squash,26,0.52,0.2,5.64,,3.54,,4.5,0,,0.058,22,9,0.17,10,12,205,0.07,,,168040,USDA FoodData Central
579,golden-acorn-squash,squash,40,0.8,0.1,10.4,1.5,,18,11,,,0.154,17,33,0.7,32,36,347,0.13,0.5,,168472,USDA FoodData Central
580,costata-romanesco-zucchini,squash,21,2.71,0.4,3.11,1.1,,25,34.1,,,0.142,20,21,0.79,33,93,459,0.83,0.3,,168565,USDA FoodData Central
582,zucchini-eight-ball,squash,21,2.71,0.4,3.11,1.1,,25,34.1,,,0.142,20,21,0.79,33,93,459,0.83,0.3,,168565,USDA FoodData Central
583,turban-squash,squash,26,0.52,0.2,5.64,,3.54,,4.5,0,,0.058,22,9,0.17,10,12,205,0.07,,,168040,USDA FoodData Central
584,straightneck-yellow-summer-squash,squash,26,0.52,0.2,5.64,,3.54,,4.5,0,,0.058,22,9,0.17,10,12,205,0.07,,,168040,USDA FoodData Central
585,red-kuri-squash,squash,26,0.52,0.2,5.64,,3.54,,4.5,0,,0.058,22,9,0.17,10,12,205,0.07,,,168040,USDA FoodData Central
587,zucchini-dark-green,squash,21,2.71,0.4,3.11,1.1,,25,34.1,,,0.142,20,21,0.79,33,93,459,0.83,0.3,,168565,USDA FoodData Central
588,butterscotch-winter-squash,squash,26,0.52,0.2,5.64,,3.54,,4.5,0,,0.058,22,9,0.17,10,12,205,0.07,,,168040,USDA FoodData Central
589,benning-s-green-tint-pattypan,squash,26,0.52,0.2,5.64,,3.54,,4.5,0,,0.058,22,9,0.17,10,12,205,0.07,,,168040,USDA FoodData Central
590,cushaw-green-striped,squash,26,0.52,0.2,5.64,,3.54,,4.5,0,,0.058,22,9,0.17,10,12,205,0.07,,,168040,USDA FoodData Central
591,sweet-dumpling-winter-squash,squash,26,0.52,0.2,5.64,,3.54,,4.5,0,,0.058,22,9,0.17,10,12,205,0.07,,,168040,USDA FoodData Central
592,zucchini-green-machine,squash,21,2.71,0.4,3.11,1.1,,25,34.1,,,0.142,20,21,0.79,33,93,459,0.83,0.3,,168565,USDA FoodData Central
593,lakota-winter-squash,squash,26,0.52,0.2,5.64,,3.54,,4.5,0,,0.058,22,9,0.17,10,12,205,0.07,,,168040,USDA FoodData Central
594,romanesco-zucchini,squash,21,2.71,0.4,3.11,1.1,,25,34.1,,,0.142,20,21,0.79,33,93,459,0.83,0.3,,168565,USDA FoodData Central
595,buttercup-squash-burgess-strain,squash,26,0.52,0.2,5.64,,3.54,,4.5,0,,0.058,22,9,0.17,10,12,205,0.07,,,168040,USDA FoodData Central
596,yellow-pattypan-squash-sunburst,squash,26,0.52,0.2,5.64,,3.54,,4.5,0,,0.058,22,9,0.17,10,12,205,0.07,,,168040,USDA FoodData Central
597,zucchini-costata-romanesco,squash,21,2.71,0.4,3.11,1.1,,25,34.1,,,0.142,20,21,0.79,33,93,459,0.83,0.3,,168565,USDA FoodData Central
598,buttercup-squash,squash,26,0.52,0.2,5.64,,3.54,,4.5,0,,0.058,22,9,0.17,10,12,205,0.07,,,168040,USDA FoodData Central
599,yellow-scallop-pattypan,squash,26,0.52,0.2,5.64,,3.54,,4.5,0,,0.058,22,9,0.17,10,12,205,0.07,,,168040,USDA FoodData Central
602,zucchini-grey,squash,21,2.71,0.4,3.11,1.1,,25,34.1,,,0.142,20,21,0.79,33,93,459,0.83,0.3,,168565,USDA FoodData Central
603,zucchini-partenon,squash,21,2.71,0.4,3.11,1.1,,25,34.1,,,0.142,20,21,0.79,33,93,459,0.83,0.3,,168565,USDA FoodData Central
604,zucchini-rampicante,squash,21,2.71,0.4,3.11,1.1,,25,34.1,,,0.142,20,21,0.79,33,93,459,0.83,0.3,,168565,USDA FoodData Central
605,buttercup-maxima,squash,26,0.52,0.2,5.64,,3.54,,4.5,0,,0.058,22,9,0.17,10,12,205,0.07,,,168040,USDA FoodData Central
606,marina-di-chioggia-pumpkin,squash,26,1,0.1,6.5,0.5,2.76,426,9,1.06,1.1,0.061,16,21,0.8,12,44,340,0.32,0.3,,168448,USDA FoodData Central
607,zucchini-ambassador,squash,21,2.71,0.4,3.11,1.1,,25,34.1,,,0.142,20,21,0.79,33,93,459,0.83,0.3,,168565,USDA FoodData Central
608,connecticut-field-pumpkin,squash,26,1,0.1,6.5,0.5,2.76,426,9,1.06,1.1,0.061,16,21,0.8,12,44,340,0.32,0.3,,168448,USDA FoodData Central
609,fordhook-acorn-squash,squash,40,0.8,0.1,10.4,1.5,,18,11,,,0.154,17,33,0.7,32,36,347,0.13,0.5,,168472,USDA FoodData Central
610,gem-squash,squash,26,0.52,0.2,5.64,,3.54,,4.5,0,,0.058,22,9,0.17,10,12,205,0.07,,,168040,USDA FoodData Central
611,yellow-crookneck-squash-early-summer,squash,26,0.52,0.2,5.64,,3.54,,4.5,0,,0.058,22,9,0.17,10,12,205,0.07,,,168040,USDA FoodData Central
612,cosmic-purple-carrot,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
613,easter-egg-radish,root-vegetable,16,0.68,0.1,3.4,1.6,1.86,0,14.8,0,1.3,0.071,25,25,0.34,10,20,233,0.28,0.6,,169276,USDA FoodData Central
614,all-seasons-white-daikon,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
615,nero-tondo-black-spanish-round-radish,root-vegetable,16,0.68,0.1,3.4,1.6,1.86,0,14.8,0,1.3,0.071,25,25,0.34,10,20,233,0.28,0.6,,169276,USDA FoodData Central
616,mokum-carrot,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
617,atomic-red-carrot,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
618,cherry-belle-radish,root-vegetable,16,0.68,0.1,3.4,1.6,1.86,0,14.8,0,1.3,0.071,25,25,0.34,10,20,233,0.28,0.6,,169276,USDA FoodData Central
619,yukon-gold-potato,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
620,long-black-spanish-radish,root-vegetable,16,0.68,0.1,3.4,1.6,1.86,0,14.8,0,1.3,0.071,25,25,0.34,10,20,233,0.28,0.6,,169276,USDA FoodData Central
621,tendersweet-orange-carrot,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
622,imperator-58-carrot,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
623,thumbelina-carrot,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
624,german-giant-radish,root-vegetable,16,0.68,0.1,3.4,1.6,1.86,0,14.8,0,1.3,0.071,25,25,0.34,10,20,233,0.28,0.6,,169276,USDA FoodData Central
625,red-norland-potato,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
627,kolibri-purple-sweet-potato,root-vegetable,42,2.49,0.51,8.82,5.3,,189,11,,302,0.19,,78,0.97,70,81,508,,0.9,,169303,USDA FoodData Central
628,king-richard-leek,root-vegetable,61,1.5,0.3,14.2,1.8,3.9,83,12,0.92,47,0.233,64,59,2.1,28,35,180,0.12,1,,169246,USDA FoodData Central
629,pontiac-red-potato,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
630,german-butterball-potato,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
631,scarlet-queen-turnip,root-vegetable,28,0.9,0.1,6.43,1.8,3.8,0,21,0.03,0.1,0.09,15,30,0.3,11,27,191,0.27,0.7,,170465,USDA FoodData Central
632,purple-carrot-cosmic-purple,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
633,kennebec-potato,root-vegetable,41,0.93,0.24,9.58,2.8,4.74,835,5.9,0.66,13.2,0.138,19,33,0.3,12,35,320,0.24,0.1,,170393,USDA FoodData Central
634,black-spanish-round-radish,root-vegetable,16,0.68,0.1,3.4,1.6,1.86,0,14.8,0,1.3,0.071,25,25,0.34,10,20,233,0.28,0.6,,169276,USDA FoodData Central
635,ailsa-craig-onion,root-vegetable,40,1.1,0.1,9.34,1.7,4.24,0,7.4,0.02,0.4,0.12,19,23,0.21,10,29,146,0.17,0.5,,170000,USDA FoodData Central
